t,rms,centroid,tempo
0.0,1.919791823559286e-05,0.47091654298627633,56.17357336956522
0.011609977324263039,2.386984674770153e-05,0.5111620599485454,60.49461747491639
0.023219954648526078,2.8642879663656558e-05,0.5512569954840962,64.81566158026756
0.034829931972789115,3.3256039428541366e-05,0.5916726488134803,69.13670568561874
0.046439909297052155,3.774175987013672e-05,0.6310524487664425,73.45774979096991
0.058049886621315196,4.223760584177988e-05,0.6703273105386925,77.77879389632109
0.06965986394557823,4.66953615989632e-05,0.7092040581054189,82.09983800167227
0.08126984126984127,5.1213907955544244e-05,0.7489276554555278,86.42088210702344
0.09287981859410431,5.577253058656597e-05,0.7872097613722963,90.74192621237462
0.10448979591836735,6.031616605023674e-05,0.8252121973891121,95.0629703177258
0.11609977324263039,6.49317893754951e-05,0.8641764281080809,99.38401442307698
0.12770975056689343,6.961829466492386e-05,0.9050012189968741,103.70505852842815
0.13931972789115646,7.439846730991922e-05,0.9465019100339637,108.02610263377933
0.1509297052154195,7.919288809482641e-05,0.9878284532060988,112.34714673913051
0.16253968253968254,8.092938334957468e-05,0.9901170457903541,112.34714673913051
0.17414965986394557,8.194777373564717e-05,0.9911420936277548,112.34714673913051
0.18575963718820862,8.236042680925347e-05,0.9920586433107821,112.34714673913051
0.19736961451247165,8.264780598724553e-05,0.9935670669200591,112.34714673913051
0.2089795918367347,8.297520287063522e-05,0.9945269329889356,112.34714673913051
0.22058956916099773,8.336970970913069e-05,0.9950420359126011,112.34714673913051
0.23219954648526078,8.371928473682436e-05,0.9976576001453873,112.34714673913051
0.2438095238095238,8.380673848634395e-05,0.9999999999999998,112.34714673913051
0.25541950113378686,8.381420563260413e-05,0.9998449868591658,112.34714673913051
0.26702947845804986,9.268866431508302e-05,0.9956228419590376,112.34714673913051
0.2786394557823129,0.00011363216383664011,0.9804482025212378,112.34714673913051
0.29024943310657597,0.00016203413024360204,0.9616839024635755,112.34714673913051
0.301859410430839,0.0003698206891673892,0.9402891676165185,112.34714673913051
0.313469387755102,0.0010898433137112606,0.9112634504771021,112.34714673913051
0.3250793650793651,0.0026769319941613925,0.8818101121755862,112.34714673913051
0.33668934240362813,0.00544060875886441,0.851756188587689,112.34714673913051
0.34829931972789113,0.009739870449154671,0.8224499925110726,112.34714673913051
0.3599092970521542,0.016152642106819014,0.7931373847747096,112.34714673913051
0.37151927437641724,0.024953094227689866,0.7643149000089785,112.34714673913051
0.3831292517006803,0.03591974673573867,0.7347411109427203,112.34714673913051
0.3947392290249433,0.04981143607748075,0.7075941888191745,112.34714673913051
0.40634920634920635,0.06712212479825257,0.6817602628963614,112.34714673913051
0.4179591836734694,0.08767033577453205,0.6545593755628695,112.34714673913051
0.4295691609977324,0.1094297548992066,0.6249082106122816,112.34714673913051
0.44117913832199546,0.13172272690810324,0.594154057387388,112.34714673913051
0.4527891156462585,0.15246486053990743,0.5635002577289319,112.34714673913051
0.46439909297052157,0.17012794945889906,0.5330512071122022,112.34714673913051
0.47600907029478456,0.1854818024365263,0.5029450014450916,112.34714673913051
0.4876190476190476,0.19797278576752966,0.4728309907102238,112.34714673913051
0.4992290249433107,0.2088307784981229,0.4421296954222417,112.34714673913051
0.5108390022675737,0.2191391510688145,0.4113181044668793,112.34714673913051
0.5224489795918368,0.2302492516677987,0.3802706278965897,112.34714673913051
0.5340589569160997,0.24178648175192613,0.34873343118151906,112.34714673913051
0.5456689342403628,0.25459006780755544,0.3173726660607516,112.34714673913051
0.5572789115646258,0.26858688034653194,0.28660033437823446,112.34714673913051
0.5688888888888889,0.2837480609765686,0.2580326583049204,112.34714673913051
0.5804988662131519,0.29993373032101917,0.24109541883712715,112.34714673913051
0.592108843537415,0.31596753779798115,0.22799853097089132,112.34714673913051
0.603718820861678,0.33119643049647657,0.21673781569191902,112.34714673913051
0.615328798185941,0.34469120589217916,0.21178940395201518,112.34714673913051
0.626938775510204,0.3560348266021192,0.20765382615935604,112.34714673913051
0.6385487528344671,0.3660837323327419,0.20415477952625521,112.34714673913051
0.6501587301587302,0.3747952395273088,0.20203312137694013,112.34714673913051
0.6617687074829932,0.38178462818561176,0.2013157510046116,112.34714673913051
0.6733786848072563,0.38733087603950034,0.20129169689026805,112.34714673913051
0.6849886621315193,0.39110437005061033,0.2015537255596144,112.34714673913051
0.6965986394557823,0.39164918689007966,0.20085761552034678,112.34714673913051
0.7082086167800453,0.3880743890603665,0.1987215521172181,112.34714673913051
0.7198185941043084,0.3802887417149234,0.1971166510879142,112.34714673913051
0.7314285714285714,0.3698476420535847,0.19602695862133235,112.34714673913051
0.7430385487528345,0.35791989702326305,0.19489647740617325,112.34714673913051
0.7546485260770975,0.34718785675986197,0.19379683138664355,112.34714673913051
0.7662585034013606,0.33860495156543496,0.192707929661031,112.34714673913051
0.7778684807256235,0.33171937203264046,0.19063797556248296,112.34714673913051
0.7894784580498866,0.32791330259658047,0.18849372845002701,112.34714673913051
0.8010884353741496,0.3259879631209907,0.18752062164377506,112.34714673913051
0.8126984126984127,0.3252442201971076,0.1872591843389925,112.34714673913051
0.8243083900226758,0.3247685641826249,0.18824235952468807,112.34714673913051
0.8359183673469388,0.3247264286238841,0.190200731821503,112.34714673913051
0.8475283446712019,0.3237777404880477,0.1920587492047594,112.34714673913051
0.8591383219954648,0.32157967522660197,0.19372856385236253,112.34714673913051
0.8707482993197279,0.3173653013642599,0.1953995859969914,112.34714673913051
0.8823582766439909,0.31063359858629247,0.1972946801473943,112.34714673913051
0.893968253968254,0.30265568568007334,0.19931723740511412,112.34714673913051
0.905578231292517,0.2945489296254409,0.20161718883022162,112.34714673913051
0.9171882086167801,0.2876805603326263,0.20416904016860113,112.34714673913051
0.9287981859410431,0.2829050498485349,0.20755388084475226,112.34714673913051
0.9404081632653061,0.2797732951241668,0.21062207311423334,112.34714673913051
0.9520181405895691,0.2775978886376077,0.2116555714361402,112.34714673913051
0.9636281179138322,0.276900656926626,0.2108405970112563,112.34714673913051
0.9752380952380952,0.27758423523053594,0.20888605986504144,112.34714673913051
0.9868480725623583,0.27871218774494017,0.2065941673803098,112.34714673913051
0.9984580498866213,0.28005119789281524,0.20431841078188726,112.34714673913051
1.0100680272108844,0.28114252335808554,0.20256399118368615,112.34714673913051
1.0216780045351475,0.28064399116042843,0.20143925757976835,112.34714673913051
1.0332879818594105,0.2793407817435971,0.20093192620710051,112.34714673913051
1.0448979591836736,0.2781305597673269,0.20076328354790013,112.34714673913051
1.0565079365079366,0.27661831852911667,0.19986186433186257,112.34714673913051
1.0681179138321995,0.276120561837651,0.1995149664166221,112.34714673913051
1.0797278911564625,0.27652027905305504,0.1995804015723011,112.34714673913051
1.0913378684807256,0.2772197131683012,0.19909153200240823,112.34714673913051
1.1029478458049886,0.2779133905453206,0.1974861083765343,112.34714673913051
1.1145578231292517,0.278244237646437,0.19511544750311327,112.34714673913051
1.1261678004535147,0.2773723187926791,0.19111295176008877,112.34714673913051
1.1377777777777778,0.27499984543740896,0.18660916232443364,112.34714673913051
1.1493877551020408,0.27152964098570626,0.18316153742535696,112.34714673913051
1.1609977324263039,0.2676587738840911,0.18065309052961173,112.34714673913051
1.172607709750567,0.264927165360829,0.17845177192310696,112.34714673913051
1.18421768707483,0.26506590600072094,0.17756677389427633,112.34714673913051
1.195827664399093,0.271438785978926,0.17946570007749835,112.34714673913051
1.207437641723356,0.2840776352015529,0.18130393871835496,112.34714673913051
1.2190476190476192,0.29968452987483396,0.18193705070060734,112.34714673913051
1.230657596371882,0.3158048837822388,0.18054585471800572,112.34714673913051
1.242267573696145,0.33017284442456374,0.17898672918793246,112.34714673913051
1.253877551020408,0.3419615989204098,0.17843050699216156,112.34714673913051
1.2654875283446712,0.3514178273761551,0.17803200757587517,112.34714673913051
1.2770975056689342,0.35906669575418837,0.17739750144331506,112.34714673913051
1.2887074829931973,0.3657111061891574,0.17618611031729825,112.34714673913051
1.3003174603174603,0.3709657678799756,0.17432205865098668,112.34714673913051
1.3119274376417234,0.3761740091529244,0.17232584052234037,112.34714673913051
